otu_id	TS1.2.299121	TS1.299139	TS10.2.299108	TS10.299123	TS100.2.298944	TS100.298999	TS101.2.299207	TS103.2.299213	TS103.299049	TS104.2.299106	TS104.299154	TS105.2.299038	TS105.299210	TS106.2.299179	TS106.299035	TS107.2.298960	TS107.299042	TS109.2.299100	TS109.299099	TS11.2.299208	TS11.298996	TS110.2.299101	TS110.299019	TS111.2.298964	TS111.299174	TS115.2.299043	TS115.298998	TS116.2.299078	TS116.299165	TS117.2.299030	TS117.298949	TS118.2.298966	TS118.299163	TS119.2.299032	TS119.299110	TS12.2.299176	TS12.299104	TS120.2.299136	TS120.298992	TS124.2.299092	TS124.298945	TS125.2.299067	TS125.298984	TS126.2.298986	TS126.299046	TS127.2.299143	TS127.299133	TS128.2.299216	TS128.299117	TS129.2.299037	TS129.299204	TS13.2.298954	TS13.299018	TS130.2.298955	TS130.299178	TS131.2.298993	TS131.299040	TS132.2.299033	TS132.299044	TS133.2.299076	TS133.299149	TS134.2.298989	TS134.299196	TS135.2.299222	TS135.299142	TS136.2.298983	TS136.299091	TS137.2.299107	TS137.298959	TS138.2.299162	TS138.299141	TS139.2.299031	TS139.299195	TS14.299212	TS140.2.299087	TS140.298995	TS141.2.299017	TS141.299084	TS142.2.298963	TS142.299170	TS143.2.299034	TS143.299098	TS144.2.299166	TS144.298946	TS145.2.299151	TS145.298950	TS146.2.299211	TS146.299014	TS147.2.299003	TS147.299111	TS148.299000	TS149.298994	TS15.2.299128	TS15.299020	TS150.299173	TS151.2.298991	TS151.299215	TS152.2.299097	TS152.299135	TS153.299184	TS154.2.299022	TS155.2.298990	TS155.299082	TS156.2.299036	TS156.299155	TS16.299068	TS160.2.299131	TS160.298976	TS161.299188	TS162.2.299140	TS162.299124	TS163.2.299114	TS163.299072	TS164.2.299007	TS164.299125	TS165.2.299138	TS165.298951	TS166.2.298980	TS166.299085	TS167.2.299004	TS167.299073	TS168.2.298985	TS168.299115	TS169.2.298975	TS169.298977	TS17.299122	TS170.2.299205	TS170.299156	TS178.2.299168	TS178.299126	TS179.2.299016	TS179.298987	TS180.299063	TS181.2.299083	TS181.299047	TS182.2.299113	TS182.299201	TS183.2.299060	TS183.298979	TS184.299203	TS185.2.298957	TS185.299148	TS186.299199	TS19.2.298956	TS19.298958	TS190.299218	TS191.299146	TS192.299012	TS193.2.299051	TS193.299075	TS194.2.299056	TS194.299181	TS195.2.298978	TS195.299150	TS2.2.299116	TS2.299130	TS20.2.299090	TS20.299059	TS21.2.299079	TS21.299189	TS22.299221	TS23.299159	TS25.2.299001	TS25.299024	TS26.2.299028	TS26.299185	TS27.2.299025	TS27.299223	TS28.299120	TS29.298974	TS3.2.299103	TS3.298967	TS30.2.299050	TS30.298973	TS31.2.299187	TS31.299055	TS32.2.298970	TS32.299074	TS33.2.299054	TS33.299224	TS34.299217	TS35.298981	TS37.2.299096	TS37.299147	TS38.2.299081	TS38.298997	TS39.2.299009	TS39.299167	TS4.2.298988	TS4.299175	TS43.299095	TS44.299183	TS49.2.299169	TS49.298982	TS5.2.298961	TS5.299045	TS50.2.299158	TS50.299027	TS51.2.299062	TS51.299145	TS55.2.298952	TS55.298947	TS56.2.299192	TS56.299021	TS57.2.299112	TS57.299197	TS6.2.299094	TS6.299086	TS61.2.299186	TS61.299129	TS62.2.299088	TS62.299066	TS63.2.299109	TS63.299005	TS64.2.299164	TS64.299137	TS65.2.299065	TS65.299182	TS66.2.299157	TS66.299194	TS67.2.299127	TS67.299039	TS68.2.298971	TS68.299202	TS69.2.298972	TS69.299058	TS7.2.299010	TS7.299061	TS70.2.299052	TS70.299093	TS71.2.299080	TS71.298968	TS72.2.299026	TS72.299209	TS73.299077	TS74.2.299132	TS74.299177	TS75.2.298948	TS75.299153	TS76.2.299161	TS76.299071	TS77.299105	TS78.2.299070	TS78.299102	TS8.2.299029	TS8.299198	TS82.2.299057	TS82.299048	TS83.2.299171	TS83.299134	TS84.2.298962	TS84.299191	TS85.2.299119	TS85.299053	TS86.2.299219	TS86.299064	TS87.2.298965	TS87.299172	TS88.2.299002	TS88.299013	TS89.2.299023	TS89.299011	TS9.2.298969	TS9.299144	TS90.2.299200	TS90.298953	TS91.2.299008	TS91.299152	TS92.2.299118	TS92.299206	TS94.2.299160	TS94.299193	TS95.2.299006	TS95.299180	TS96.2.299214	TS96.299089	TS97.2.299190	TS97.299015	TS98.2.299041	TS98.299220	TS99.2.299069
1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	6	5	0	0	1	1	0	0	0	1	0	0	0	12	0	0	2	0	2	6	5	2	0	2	2	6	0	0	0	0	0	0	0	0	2	0	2	0	1	0	2	0	0	1	1	1	0	0	0	0	1	0	0	0	2	2	0	1	0	1	0	1	1	2	0	0	0	0	0	4	1	12	1	0	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	20	1	0	0	0	2	0	6	0	0	0	0	0	1	1	2	0	0	0	0	6	0	0	2	0	0	5	1	6	0	0	1	0	0	0	0	0	1	1	0	2	0	1	0	2	0	0	0	1	12	0	6	0	0	2	0	0	0	1	0	1	0	0	0	2	1	4	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0	3	1	2	0	1	0	0	1	0	0	0	0	0	0	1	20	2	0	0	0	0	2	1	0	0	0	1	6	0	0	0	0	0	0	0	2	1	0	1	0	0	1	2	0	1	2	1	0	0	12	4	0	1	0	1	0	0	6	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	8	0	2	4	0	0	2
3	1	18	0	2	0	1	3	1	3	0	0	1	0	19	0	0	0	4	0	0	4	0	0	6	0	1	0	0	7	4	1	1	2	2	1	2	14	3	1	21	0	2	4	1	0	6	1	0	0	0	1	0	0	1	0	0	1	3	0	1	0	12	0	0	0	1	13	2	0	4	0	1	0	0	13	39	0	2	0	0	18	1	0	2	13	0	0	0	0	6	2	3	0	1	3	1	2	3	1	1	0	0	0	0	0	15	8	2	0	0	15	0	1	2	1	1	1	1	1	0	4	1	0	0	0	12	0	5	1	0	0	19	0	1	0	0	2	2	0	0	1	2	0	0	0	15	6	3	0	0	8	2	1	18	0	0	1	120	0	0	0	0	2	18	0	0	8	0	1	0	3	0	0	0	0	0	2	0	1	2	3	0	0	0	1	2	1	2	0	1	0	10	0	0	1	2	5	0	0	1	21	0	2	6	0	1	1	0	0	1	0	13	10	1	3	0	355	0	1	355	0	7	1	1	0	0	0	13	8	3	0	0	1	0	120	0	13	2	47	14	0	0	1	13	1	4	0	5	0	0	0	0	0	0	0	4	1	1	1	0	0	355	0	2	1	2	0	1	0	6	5	0	0	17	1	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	1	0	0	2	0	0	3	0	1	4	1	0	0	0	0	1	1	0	2	1	0	1	0	7	2	0	0	0	0	0	0	0	1	1	2	0	4	0	1	0	0	0	1	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	3	3	1	0	0	1	0	1	5	0	1	0	0	0	0	0	2	1	2	0	2	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	1	2	3	0	0	2	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	1	0	3	0	4	0	0	0	2	0	3	0	0	0	0	4	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	5	2	3	1	0	1	0	1	1	3	1	0	1	1	5	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3	5	0	2	0	1	0
6	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0	4	2	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	2	0	1	0	0	1	4	0	4	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	4	0	2	0	0	0	0	1	0	0	0	2	1	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	1	0	0	1	1	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0	0	2	0	0	1	0	0	0	1	0	1	1	0	0	0	2	0	1	1
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	18	12	16	30	11	52	315	8	19	5	13	18	51	25	16	13	1	22	2	10	35	54	27	2	54	18	315	1	13	20	25	60	17	2	54	19	60	30	39	7	24	13	5	30	4	23	2	46	98	12	318	5	22	54	52	12	20	13	54	19	14	52	16	102	15	1	0	43	7	60	31	4	11	11	10	34	13	32	10	32	318	52	22	11	11	0	20	13	9	4	22	17	54	18	5	25	14	19	32	6	10	8	6	79	31	8	20	25	32	12	13	52	54	7	77	82	28	21	32	17	78	21	54	109	2	42	21	13	5	5	10	21	98	13	7	30	9	25	52	42	1	0	25	44	21	4	89	16	5	102	12	9	21	10	175	12	51	28	3	20	16	92	15	11	51	13	17	1	10	7	12	8	12	29	0	32	11	20	6	7	22	32	30	12	1	98	4	13	0	17	24	21	8	4	58	21	102	9	28	19	2	21	0	10	13	7	1	19	62	26	74	4	8	13	25	5	5	4	10	49	37	11	34	92	35	106	7	13	40	27	14	20	16	6	10	30	54	52	56	6	22	19	77	30	23	45	4	62	78	318	18	6	13	3	30	98	13	10	50	315	63	21	6	6	0	2	17	35	82	27	19	6	1	119	6	23	12	14	12	41	13
9	3	0	1	1	0	15	3	0	0	1	0	2	1	3	0	1	2	1	2	2	1	139	0	0	3	1	1	13	4	0	4	4	2	0	0	0	0	0	1	0	1	28	0	0	2	0	4	2	0	0	0	2	3	0	0	3	0	10	0	1	3	1	21	0	14	0	1	0	5	4	14	2	1	1	2	1	1	1	4	0	0	1	1	0	4	0	2	2	1	0	2	0	0	0	2	92	3	0	3	2	0	0	9	2	0	2	12	0	0	0	1	1	2	1	1	0	5	4	3	0	0	0	0	4	1	0	0	2	0	1	1	0	0	0	0	1	4	0	1	1	0	1	0	1	1	2	1	2	0	2	0	2	0	1	2	0	0	0	11	10	0	1	0	2	1	1	1	2	0	0	0	0	1	0	2	0	1	0	0	2	4	14	0	1	92	1	6	3	1	3	0	0	1	4	2	0	2	0	2	1	2	3	1	0	0	1	0	3	0	0	4	1	0	0	0	0	5	10	0	4	1	0	2	9	2	1	1	13	0	5	1	1	10	0	1	2	0	4	0	1	2	2	0	1	13	1	0	3	0	0	1	10	0	0	0	0	1	3	5	0	0	9	0	6	4	10	0	2	0	0	0	2	7	0	1	2	14	6	2	0	9
10	0	1	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5	2	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	5	2	4	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	1	1	0	0	0	0	7	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	4	0	2	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	2
